5.99999987E-02 -1.75119862E-02 0.499693245
5.99999987E-02 -1.64937004E-02 0.499727875
5.99999987E-02 -1.52207483E-02 0.499768287
5.99999987E-02 -1.36294188E-02 0.499814212
5.99999987E-02 -1.16400653E-02 0.499864489
5.99999987E-02 -9.15311743E-03 0.499916226
5.99999987E-02 -6.04412146E-03 0.499963462
5.99999987E-02 -2.15756218E-03 0.499995351
5.99999987E-02 2.70079356E-03 0.499992698
5.99999987E-02 8.77332501E-03 0.499923021
5.99999987E-02 1.63620636E-02 0.499732196
5.99999987E-02 2.58424804E-02 0.499331713
5.99999987E-02 3.76795083E-02 0.498578221
5.99999987E-02 5.24452031E-02 0.497241884
5.99999987E-02 7.08359480E-02 0.494956821
5.99999987E-02 9.09435153E-02 0.491659731
5.99999987E-02 0.110900044 0.487546086
5.99999987E-02 0.130672395 0.482622743
5.99999987E-02 0.150227740 0.476897925
5.99999987E-02 0.169533581 0.470381081
5.99999987E-02 0.188557893 0.463083059
5.99999987E-02 0.207269043 0.455015987
5.99999987E-02 0.225635976 0.446193248
5.99999987E-02 0.243628189 0.436629474
5.99999987E-02 0.261215776 0.426340610
5.99999987E-02 0.278369606 0.415343672
5.99999987E-02 0.295061111 0.403656960
5.99999987E-02 0.311262608 0.391299874
5.99999987E-02 0.326947153 0.378292948
5.99999987E-02 0.342088729 0.364657789
5.99999987E-02 0.356662214 0.350416988
5.99999987E-02 0.370643348 0.335594267
5.99999987E-02 0.382825196 0.321628451
5.99999987E-02 0.392192811 0.310136735
5.99999987E-02 0.399439007 0.300746530
5.99999987E-02 0.405074298 0.293112278
5.99999987E-02 0.409477592 0.286928713
5.99999987E-02 0.412932336 0.281934202
5.99999987E-02 0.415652275 0.277908593
5.99999987E-02 0.417799979 0.274669200
5.99999987E-02 0.419499993 0.272065699
5.99999987E-02 0.420848340 0.269975334
5.99999987E-02 0.421919465 0.268298268
5.99999987E-02 0.422771603 0.266953528
5.99999987E-02 0.423450172 0.265875787
5.99999987E-02 0.423991084 0.265012354
6.16181158E-02 -1.65250935E-02 0.499726832
6.16181158E-02 -1.55067416E-02 0.499759495
6.16181158E-02 -1.42337112E-02 0.499797374
6.16181158E-02 -1.26422942E-02 0.499840140
6.16181158E-02 -1.06528448E-02 0.499886513
6.16181158E-02 -8.16580094E-03 0.499933302
6.16181158E-02 -5.05671790E-03 0.499974430
6.16181158E-02 -1.17010332E-03 0.499998629
6.16181158E-02 3.68823763E-03 0.499986410
6.16181158E-02 9.76061914E-03 0.499904722
6.16181158E-02 1.73489675E-02 0.499698937
6.16181158E-02 2.68285759E-02 0.499279708
6.16181158E-02 3.86640914E-02 0.498502851
6.16181158E-02 5.34271188E-02 0.497137338
6.16181158E-02 7.18133226E-02 0.494815975
6.16181158E-02 9.19143334E-02 0.491479158
6.16181158E-02 0.111862704 0.487326115
6.16181158E-02 0.131625295 0.482363760
6.16181158E-02 0.151169285 0.476600289
6.16181158E-02 0.170462236 0.470045358
6.16181158E-02 0.189472079 0.462709785
6.16181158E-02 0.208167270 0.454605758
6.16181158E-02 0.226516739 0.445746750
6.16181158E-02 0.244490027 0.436147481
6.16181158E-02 0.262057275 0.425823897
6.16181158E-02 0.279189318 0.414793104
6.16181158E-02 0.295857728 0.403073460
6.16181158E-02 0.312034786 0.390684396
6.16181158E-02 0.327693611 0.377646506
6.16181158E-02 0.342808247 0.363981456
6.16181158E-02 0.357353568 0.349711925
6.16181158E-02 0.371305406 0.334861606
6.16181158E-02 0.383459657 0.320871770
6.16181158E-02 0.392804563 0.309361577
6.16181158E-02 0.400032192 0.299957097
6.16181158E-02 0.405652374 0.292311728
6.16181158E-02 0.410043478 0.286119461
6.16181158E-02 0.413488328 0.281118125
6.16181158E-02 0.416200310 0.277087152
6.16181158E-02 0.418341637 0.273843527
6.16181158E-02 0.420036495 0.271236688
6.16181158E-02 0.421380699 0.269143671
6.16181158E-02 0.422448516 0.267464459
6.16181158E-02 0.423297971 0.266118050
6.16181158E-02 0.423974454 0.265038997
6.16181158E-02 0.424513668 0.264174491
6.29987642E-02 -1.56829804E-02 0.499753982
6.29987642E-02 -1.46645745E-02 0.499784917
6.29987642E-02 -1.33914817E-02 0.499820650
6.29987642E-02 -1.17999958E-02 0.499860734
6.29987642E-02 -9.81047098E-03 0.499903738
6.29987642E-02 -7.32335122E-03 0.499946356
6.29987642E-02 -4.21420299E-03 0.499982238
6.29987642E-02 -3.27553105E-04 0.499999881
6.29987642E-02 4.53076046E-03 0.499979466
6.29987642E-02 1.06029967E-02 0.499887556
6.29987642E-02 1.81909874E-02 0.499668986
6.29987642E-02 2.76698750E-02 0.499233782
6.29987642E-02 3.95040661E-02 0.498436987
6.29987642E-02 5.42647727E-02 0.497046620
6.29987642E-02 7.26470351E-02 0.494694263
6.29987642E-02 9.27423984E-02 0.491323560
6.29987642E-02 0.112683736 0.487136930
6.29987642E-02 0.132437944 0.482141256
6.29987642E-02 0.151972190 0.476344883
6.29987642E-02 0.171254069 0.469757438
6.29987642E-02 0.190251529 0.462389827
6.29987642E-02 0.208933026 0.454254329
6.29987642E-02 0.227267548 0.445364416
6.29987642E-02 0.245224625 0.435734868
6.29987642E-02 0.262774467 0.425381690
6.29987642E-02 0.279887915 0.414322048
